A1BG--ITIH4	Liver=[count:3=pct:2.5]
IGKV4-1--AC096579.13	Lung=[count:66=pct:39.5],Blood=[count:50=pct:28.7],Whole_Blood=[count:39=pct:29.5],Spleen=[count:38=pct:33.9],Esophagus=[count:32=pct:7.9],Blood_Vessel=[count:26=pct:7.0],Stomach=[count:24=pct:27.0],Adipose_Tissue=[count:21=pct:7.0],Thyroid=[count:20=pct:11.3],Breast=[count:20=pct:18.0],Liver=[count:19=pct:15.7],Small_Intestine=[count:19=pct:34.5],Colon=[count:16=pct:8.4],Nerve=[count:8=pct:4.7],Salivary_Gland=[count:8=pct:20.5],Vagina=[count:6=pct:10.9],Pancreas=[count:6=pct:3.3],Heart=[count:5=pct:2.0],Ovary=[count:5=pct:9.4],Uterus=[count:4=pct:9.3],Prostate=[count:4=pct:6.6],Kidney=[count:3=pct:21.4],Cervix_Uteri=[count:2=pct:25.0],Skin=[count:2=pct:0.6],Testis=[count:2=pct:1.9],Adrenal_Gland=[count:2=pct:2.4],Brain=[count:1=pct:0.2],Muscle=[count:1=pct:0.4],Bladder=[count:1=pct:11.1],Fallopian_Tube=[count:1=pct:16.7]
IGKV4-1--AC096579.7	Lung=[count:127=pct:76.0],Spleen=[count:111=pct:99.1],Blood=[count:103=pct:59.2],Colon=[count:92=pct:48.2],Whole_Blood=[count:90=pct:68.2],Esophagus=[count:72=pct:17.8],Blood_Vessel=[count:60=pct:16.3],Stomach=[count:59=pct:66.3],Adipose_Tissue=[count:54=pct:18.1],Breast=[count:49=pct:44.1],Small_Intestine=[count:48=pct:87.3],Liver=[count:46=pct:38.0],Thyroid=[count:41=pct:23.2],Salivary_Gland=[count:33=pct:84.6],Vagina=[count:18=pct:32.7],Pancreas=[count:14=pct:7.7],Prostate=[count:14=pct:23.0],Nerve=[count:12=pct:7.1],Skin=[count:12=pct:3.8],Uterus=[count:6=pct:14.0],Ovary=[count:6=pct:11.3],Kidney=[count:5=pct:35.7],Heart=[count:5=pct:2.0],Adrenal_Gland=[count:4=pct:4.7],Muscle=[count:3=pct:1.3],Testis=[count:3=pct:2.9],Fallopian_Tube=[count:3=pct:50.0],Bladder=[count:3=pct:33.3],Cervix_Uteri=[count:2=pct:25.0],Brain=[count:2=pct:0.3],Pituitary=[count:2=pct:3.8]
IGKV4-1--IGKJ3	Lung=[count:12=pct:7.2],Blood_Vessel=[count:8=pct:2.2],Esophagus=[count:7=pct:1.7],Blood=[count:6=pct:3.4],Adipose_Tissue=[count:5=pct:1.7],Stomach=[count:5=pct:5.6],Spleen=[count:4=pct:3.6],Nerve=[count:4=pct:2.4],Breast=[count:4=pct:3.6],Whole_Blood=[count:4=pct:3.0],Thyroid=[count:3=pct:1.7],Salivary_Gland=[count:3=pct:7.7],Colon=[count:2=pct:1.0],Vagina=[count:1=pct:1.8],Cervix_Uteri=[count:1=pct:12.5],Heart=[count:1=pct:0.4],Small_Intestine=[count:1=pct:1.8],Testis=[count:1=pct:1.0],Fallopian_Tube=[count:1=pct:16.7],Liver=[count:1=pct:0.8],Skin=[count:1=pct:0.3],Prostate=[count:1=pct:1.6]
IGKV4-1--IGKJ4	Blood=[count:42=pct:24.1],Lung=[count:40=pct:24.0],Esophagus=[count:32=pct:7.9],Whole_Blood=[count:29=pct:22.0],Blood_Vessel=[count:21=pct:5.7],Stomach=[count:20=pct:22.5],Adipose_Tissue=[count:19=pct:6.4],Thyroid=[count:16=pct:9.0],Liver=[count:16=pct:13.2],Breast=[count:13=pct:11.7],Colon=[count:6=pct:3.1],Salivary_Gland=[count:5=pct:12.8],Spleen=[count:5=pct:4.5],Ovary=[count:5=pct:9.4],Vagina=[count:4=pct:7.3],Nerve=[count:4=pct:2.4],Adrenal_Gland=[count:3=pct:3.5],Bladder=[count:3=pct:33.3],Prostate=[count:3=pct:4.9],Muscle=[count:3=pct:1.3],Uterus=[count:3=pct:7.0],Small_Intestine=[count:2=pct:3.6],Testis=[count:2=pct:1.9],Fallopian_Tube=[count:2=pct:33.3],Pituitary=[count:1=pct:1.9],Skin=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6],Cervix_Uteri=[count:1=pct:12.5],Heart=[count:1=pct:0.4],Brain=[count:1=pct:0.2]
IGKV4-1--IGKJ5	Blood_Vessel=[count:7=pct:1.9],Blood=[count:5=pct:2.9],Thyroid=[count:4=pct:2.3],Whole_Blood=[count:4=pct:3.0],Stomach=[count:3=pct:3.4],Lung=[count:3=pct:1.8],Breast=[count:2=pct:1.8],Adipose_Tissue=[count:2=pct:0.7],Esophagus=[count:2=pct:0.5],Bladder=[count:1=pct:11.1],Salivary_Gland=[count:1=pct:2.6],Prostate=[count:1=pct:1.6],Testis=[count:1=pct:1.0],Nerve=[count:1=pct:0.6],Pancreas=[count:1=pct:0.6]
IGKV5-2--AC096579.13	Blood=[count:3=pct:1.7],Lung=[count:3=pct:1.8],Adipose_Tissue=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6],Stomach=[count:1=pct:1.1],Liver=[count:1=pct:0.8],Thyroid=[count:1=pct:0.6]
IGKV5-2--AC096579.7	Pancreas=[count:2=pct:1.1],Adipose_Tissue=[count:2=pct:0.7],Stomach=[count:1=pct:1.1],Whole_Blood=[count:1=pct:0.8],Heart=[count:1=pct:0.4],Kidney=[count:1=pct:7.1]
IGKV5-2--IGKJ4	Lung=[count:3=pct:1.8],Liver=[count:1=pct:0.8],Breast=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Pancreas=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
IGKV6-21--AC096579.13	Brain=[count:1=pct:0.2],Blood=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Lung=[count:1=pct:0.6],Stomach=[count:1=pct:1.1]
IGKV6-21--AC096579.7	Esophagus=[count:4=pct:1.0],Adipose_Tissue=[count:2=pct:0.7]
IGKV6-21--IGKJ3	Thyroid=[count:3=pct:1.7]
IGKV6-21--IGKJ4	Breast=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3]
IGKV6-21--IGKJ5	Stomach=[count:2=pct:2.2],Colon=[count:1=pct:0.5],Lung=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3]
IGL@--IGH@	Spleen=[count:2=pct:1.8],Colon=[count:1=pct:0.5]
IGL@--IGKJ4	Blood_Vessel=[count:2=pct:0.5],Stomach=[count:1=pct:1.1],Blood=[count:1=pct:0.6]
IGLVI-70--IGLC6	Colon=[count:1=pct:0.5],Spleen=[count:1=pct:0.9]
IGSF3--GGT1	Testis=[count:1=pct:1.0],Small_Intestine=[count:1=pct:1.8]
IL27RA--RLN3	Lung=[count:1=pct:0.6],Nerve=[count:1=pct:0.6]
IMMP2L--AC003088.1	Nerve=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
ING3--CHMP1A	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8],Adrenal_Gland=[count:1=pct:1.2]
INPP5A--PWWP2B	Skin=[count:6=pct:1.9],Brain=[count:1=pct:0.2],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
INTS4--NDUFC2	Esophagus=[count:2=pct:0.5],Vagina=[count:1=pct:1.8],Uterus=[count:1=pct:2.3]
IRF2--ACSL1	Whole_Blood=[count:4=pct:3.0]
IRS2--ING1	Lung=[count:1=pct:0.6],Blood=[count:1=pct:0.6]
ITGA5--UBC	Thyroid=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
ITGA7--ACTG1	Muscle=[count:3=pct:1.3],Blood_Vessel=[count:1=pct:0.3]
ITGA8--RSU1	Blood_Vessel=[count:5=pct:1.4]
ITGAX--CD97	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
ITGAX--VASP	Blood=[count:3=pct:1.7]
ITGAX--YPEL3	Whole_Blood=[count:19=pct:14.4],Blood=[count:18=pct:10.3]
JAZF1--BSG	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
JAZF1--FKBP8	Whole_Blood=[count:3=pct:2.3]
JAZF1--MIR4435-1HG	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
JAZF1--UBB	Blood=[count:4=pct:2.3],Whole_Blood=[count:3=pct:2.3]
JHDM1D--NDUFB2	Adipose_Tissue=[count:1=pct:0.3],Muscle=[count:1=pct:0.4]
KANSL1--ARL17A	Brain=[count:13=pct:2.0],Heart=[count:9=pct:3.6],Esophagus=[count:6=pct:1.5],Adipose_Tissue=[count:5=pct:1.7],Skin=[count:3=pct:1.0],Pancreas=[count:3=pct:1.7],Blood_Vessel=[count:3=pct:0.8],Stomach=[count:2=pct:2.2],Liver=[count:2=pct:1.7],Blood=[count:2=pct:1.1],Adrenal_Gland=[count:1=pct:1.2],Testis=[count:1=pct:1.0],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Muscle=[count:1=pct:0.4],Spleen=[count:1=pct:0.9],Vagina=[count:1=pct:1.8]
KANSL1--ARL17B	Brain=[count:234=pct:35.5],Esophagus=[count:134=pct:33.1],Blood_Vessel=[count:116=pct:31.4],Adipose_Tissue=[count:103=pct:34.6],Skin=[count:103=pct:32.7],Heart=[count:75=pct:29.9],Muscle=[count:72=pct:30.6],Nerve=[count:64=pct:37.6],Thyroid=[count:58=pct:32.8],Colon=[count:57=pct:29.8],Blood=[count:54=pct:31.0],Lung=[count:53=pct:31.7],Whole_Blood=[count:45=pct:34.1],Pancreas=[count:43=pct:23.8],Breast=[count:38=pct:34.2],Liver=[count:36=pct:29.8],Spleen=[count:34=pct:30.4],Testis=[count:34=pct:32.4],Adrenal_Gland=[count:27=pct:31.8],Stomach=[count:26=pct:29.2],Vagina=[count:24=pct:43.6],Ovary=[count:23=pct:43.4],Prostate=[count:22=pct:36.1],Pituitary=[count:17=pct:32.7],Uterus=[count:16=pct:37.2],Small_Intestine=[count:16=pct:29.1],Salivary_Gland=[count:14=pct:35.9],Kidney=[count:5=pct:35.7],Cervix_Uteri=[count:4=pct:50.0],Bladder=[count:3=pct:33.3],Fallopian_Tube=[count:2=pct:33.3]
KANSL1--LRRC37A	Brain=[count:8=pct:1.2],Adipose_Tissue=[count:3=pct:1.0],Blood_Vessel=[count:3=pct:0.8],Nerve=[count:2=pct:1.2],Ovary=[count:2=pct:3.8],Skin=[count:2=pct:0.6],Blood=[count:1=pct:0.6],Uterus=[count:1=pct:2.3],Adrenal_Gland=[count:1=pct:1.2],Colon=[count:1=pct:0.5],Lung=[count:1=pct:0.6]
KANSL1--LRRC37A17P	Brain=[count:3=pct:0.5],Skin=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3]
KANSL1--LRRC37A2	Brain=[count:2=pct:0.3]
KANSL1--LRRC37A3	Brain=[count:8=pct:1.2],Nerve=[count:4=pct:2.4],Skin=[count:2=pct:0.6],Thyroid=[count:2=pct:1.1],Blood_Vessel=[count:1=pct:0.3],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Prostate=[count:1=pct:1.6]
KANSL1--LRRC37A4P	Brain=[count:2=pct:0.3],Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3]
KANSL3--ACTG1	Muscle=[count:2=pct:0.9]
KANSL3--TRIM54	Muscle=[count:4=pct:1.7]
KCNG2--CTDP1	Blood=[count:2=pct:1.1]
KCNT2--CFH	Blood_Vessel=[count:2=pct:0.5],Liver=[count:1=pct:0.8],Heart=[count:1=pct:0.4],Nerve=[count:1=pct:0.6]
KDM4B--RNF166	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
KDM6B--GNAS	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
KIAA0100--CAPN2	Brain=[count:2=pct:0.3]
KIAA1191--ACTG1	Heart=[count:3=pct:1.2]
KIAA1324L--GRM3	Brain=[count:2=pct:0.3]
KIAA1984--GPI	Brain=[count:2=pct:0.3]
KLF13--B2M	Blood=[count:3=pct:1.7],Whole_Blood=[count:2=pct:1.5],Skin=[count:1=pct:0.3]
KLHL2--BASP1	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6]
KLRG1--RP11-118B22.4	Brain=[count:1=pct:0.2],Breast=[count:1=pct:0.9]
KRT1--DMKN	Skin=[count:2=pct:0.6]
KRT1--KCTD12	Skin=[count:3=pct:1.0]
KRT1--KRT10	Skin=[count:22=pct:7.0]
KRT1--LOR	Skin=[count:3=pct:1.0]
KRT10--SORBS3	Skin=[count:3=pct:1.0]
KRT10--WIPF1	Skin=[count:3=pct:1.0]
KRT13--C20orf112	Vagina=[count:1=pct:1.8],Esophagus=[count:1=pct:0.2]
KRT13--CSTB	Esophagus=[count:4=pct:1.0]
KRT13--EPS8L1	Esophagus=[count:2=pct:0.5]
KRT13--KRT5	Esophagus=[count:10=pct:2.5]
KRT13--KRT6A	Esophagus=[count:7=pct:1.7],Vagina=[count:5=pct:9.1],Cervix_Uteri=[count:2=pct:25.0],Ovary=[count:1=pct:1.9]
KRT13--MYL6	Esophagus=[count:2=pct:0.5]
KRT13--PLXNB1	Esophagus=[count:3=pct:0.7],Vagina=[count:2=pct:3.6]
KRT13--RHCG	Esophagus=[count:2=pct:0.5]
KRT13--SPRR3	Esophagus=[count:7=pct:1.7],Salivary_Gland=[count:1=pct:2.6]
KRT14--ZFHX2	Skin=[count:10=pct:3.2],Esophagus=[count:1=pct:0.2]
KRT4--MYL6	Esophagus=[count:7=pct:1.7],Salivary_Gland=[count:1=pct:2.6]
KRT4--PLXNB1	Esophagus=[count:3=pct:0.7]
KRT4--S100A14	Esophagus=[count:2=pct:0.5]
KRT4--SNRNP70	Esophagus=[count:3=pct:0.7],Salivary_Gland=[count:1=pct:2.6]
KRT4--SPRR3	Esophagus=[count:11=pct:2.7]
KRT5--KRT13	Esophagus=[count:16=pct:4.0],Vagina=[count:2=pct:3.6]
KRT5--WDR13	Vagina=[count:1=pct:1.8],Skin=[count:1=pct:0.3]
KRT6A--KRT13	Esophagus=[count:21=pct:5.2],Vagina=[count:10=pct:18.2],Cervix_Uteri=[count:2=pct:25.0],Ovary=[count:1=pct:1.9]
KRTDAP--DMKN	Skin=[count:2=pct:0.6]
LAMA2--ADH1B	Adipose_Tissue=[count:5=pct:1.7],Lung=[count:2=pct:1.2],Blood_Vessel=[count:2=pct:0.5],Nerve=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2],Vagina=[count:1=pct:1.8]
LAMA5--ACTG1	Blood_Vessel=[count:3=pct:0.8],Colon=[count:2=pct:1.0],Esophagus=[count:2=pct:0.5]
LAMTOR5-AS1--NPPA	Heart=[count:2=pct:0.8]
LBR--ARF1	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
LBR--H3F3A	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
LDB3--MYH6	Heart=[count:2=pct:0.8]
LIN7C--CHMP1A	Skin=[count:2=pct:0.6],Adrenal_Gland=[count:1=pct:1.2]
LINC00299--AC007464.1	Brain=[count:52=pct:7.9],Blood=[count:16=pct:9.2],Whole_Blood=[count:7=pct:5.3],Lung=[count:4=pct:2.4],Adrenal_Gland=[count:2=pct:2.4],Colon=[count:1=pct:0.5],Liver=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Heart=[count:1=pct:0.4]
LINC00854--ARL4D	Testis=[count:6=pct:5.7]
LINC00894--MTM1	Colon=[count:1=pct:0.5],Ovary=[count:1=pct:1.9]
LINC01088--ANTXR2	Blood_Vessel=[count:2=pct:0.5],Esophagus=[count:1=pct:0.2]
LIPF--PGA3	Stomach=[count:2=pct:2.2]
LPAR1--SVEP1	Nerve=[count:1=pct:0.6],Testis=[count:1=pct:1.0]
LPAR2--ZSCAN18	Whole_Blood=[count:2=pct:1.5],Brain=[count:1=pct:0.2],Spleen=[count:1=pct:0.9]
LPHN2--ODF2L	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
LPP--BCL6	Blood_Vessel=[count:5=pct:1.4],Esophagus=[count:2=pct:0.5],Breast=[count:1=pct:0.9],Skin=[count:1=pct:0.3],Lung=[count:1=pct:0.6],Stomach=[count:1=pct:1.1],Muscle=[count:1=pct:0.4],Adipose_Tissue=[count:1=pct:0.3],Heart=[count:1=pct:0.4]
LSAMP-AS1--KRT76	Skin=[count:2=pct:0.6]
LSP1--IFITM10	Adrenal_Gland=[count:2=pct:2.4],Blood_Vessel=[count:1=pct:0.3]
LSR--CTD-2527I21.4	Liver=[count:2=pct:1.7]
LYPD6--AC144449.1	Nerve=[count:2=pct:1.2],Breast=[count:1=pct:0.9]
LYST--IRF2BP2	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
MAEA--CTBP1	Whole_Blood=[count:2=pct:1.5],Esophagus=[count:1=pct:0.2],Brain=[count:1=pct:0.2],Pituitary=[count:1=pct:1.9],Skin=[count:1=pct:0.3]
MAEA--FAM9B	Esophagus=[count:2=pct:0.5],Blood_Vessel=[count:2=pct:0.5],Colon=[count:1=pct:0.5],Thyroid=[count:1=pct:0.6],Skin=[count:1=pct:0.3],Small_Intestine=[count:1=pct:1.8],Adipose_Tissue=[count:1=pct:0.3],Muscle=[count:1=pct:0.4],Blood=[count:1=pct:0.6],Pancreas=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Vagina=[count:1=pct:1.8]
MAEA--GAK	Small_Intestine=[count:1=pct:1.8],Skin=[count:1=pct:0.3]
MAF--RP11-679B19.2	Brain=[count:45=pct:6.8],Breast=[count:5=pct:4.5],Nerve=[count:5=pct:2.9],Muscle=[count:4=pct:1.7],Uterus=[count:3=pct:7.0],Esophagus=[count:3=pct:0.7],Adipose_Tissue=[count:2=pct:0.7],Stomach=[count:1=pct:1.1],Thyroid=[count:1=pct:0.6]
MAFK--ACTB	Blood_Vessel=[count:1=pct:0.3],Skin=[count:1=pct:0.3]
MAN2C1--ACTG1	Heart=[count:3=pct:1.2],Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
MAN2C1--PLXNB1	Esophagus=[count:2=pct:0.5]
MANBA--UBE2D3	Blood=[count:9=pct:5.2],Whole_Blood=[count:6=pct:4.5],Lung=[count:4=pct:2.4],Blood_Vessel=[count:1=pct:0.3]
MAP2K1--DIS3L	Skin=[count:2=pct:0.6],Esophagus=[count:2=pct:0.5],Adipose_Tissue=[count:2=pct:0.7],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Liver=[count:1=pct:0.8],Prostate=[count:1=pct:1.6],Adrenal_Gland=[count:1=pct:1.2],Breast=[count:1=pct:0.9],Testis=[count:1=pct:1.0],Heart=[count:1=pct:0.4]
MAPKAPK5--ACAD10	Skin=[count:4=pct:1.3],Adipose_Tissue=[count:2=pct:0.7],Blood=[count:2=pct:1.1],Brain=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3],Colon=[count:1=pct:0.5],Liver=[count:1=pct:0.8]
MAPRE2--DTNA	Brain=[count:2=pct:0.3]
MARCH6--NDUFS6	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
MARK3--MKNK2	Esophagus=[count:3=pct:0.7],Brain=[count:3=pct:0.5],Muscle=[count:1=pct:0.4],Testis=[count:1=pct:1.0],Skin=[count:1=pct:0.3],Lung=[count:1=pct:0.6]
MARVELD1--MEGF8	Skin=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3],Uterus=[count:1=pct:2.3]
MATR3--CTNNA1	Blood_Vessel=[count:2=pct:0.5],Esophagus=[count:2=pct:0.5],Pancreas=[count:1=pct:0.6]
MBNL1--BCL6	Whole_Blood=[count:2=pct:1.5]
MBP--B2M	Blood=[count:4=pct:2.3],Whole_Blood=[count:2=pct:1.5]
MBP--CTDP1	Blood=[count:2=pct:1.1]
MBP--PQLC1	Blood=[count:2=pct:1.1],Skin=[count:1=pct:0.3]
MBP--SLC16A3	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
MBP--ZADH2	Skin=[count:2=pct:0.6]
MBP--ZNF516	Blood=[count:6=pct:3.4],Whole_Blood=[count:3=pct:2.3]
MCHR1--KRT2	Skin=[count:7=pct:2.2]
MED13L--GLT1D1	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
MED13L--UBC	Whole_Blood=[count:10=pct:7.6],Blood=[count:6=pct:3.4],Muscle=[count:3=pct:1.3]
MED16--CNN2	Whole_Blood=[count:2=pct:1.5],Blood=[count:2=pct:1.1],Spleen=[count:1=pct:0.9]
MEF2A--LRRC28	Skin=[count:1=pct:0.3],Spleen=[count:1=pct:0.9]
MEG3--C9orf3	Brain=[count:1=pct:0.2],Ovary=[count:1=pct:1.9]
MEG3--GNAS	Pituitary=[count:1=pct:1.9],Adrenal_Gland=[count:1=pct:1.2]
MEG3--L3MBTL3	Adrenal_Gland=[count:2=pct:2.4]
MEGF6--ACTG1	Blood_Vessel=[count:2=pct:0.5]
MEGF6--SMTN	Blood_Vessel=[count:4=pct:1.1]
MEGF9--OSTF1	Whole_Blood=[count:2=pct:1.5]
MFSD1--IQCJ	Heart=[count:15=pct:6.0],Brain=[count:3=pct:0.5],Esophagus=[count:2=pct:0.5],Vagina=[count:1=pct:1.8],Uterus=[count:1=pct:2.3],Blood_Vessel=[count:1=pct:0.3],Lung=[count:1=pct:0.6]
MFSD2A--HBB	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
MFSD3--ACTG1	Colon=[count:2=pct:1.0],Blood_Vessel=[count:1=pct:0.3]
MFSD6--TNNT1	Muscle=[count:3=pct:1.3]
MGAT4C--CCDC80	Testis=[count:2=pct:1.9]
MICALL1--C9orf3	Esophagus=[count:2=pct:0.5]
MICALL1--SMTN	Colon=[count:1=pct:0.5],Esophagus=[count:1=pct:0.2]
MINOS1--CAPZB	Nerve=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2]
MIPEP--CHMP1A	Skin=[count:2=pct:0.6]
MIPEPP3--ABHD12	Brain=[count:25=pct:3.8],Thyroid=[count:10=pct:5.6],Esophagus=[count:10=pct:2.5],Adrenal_Gland=[count:8=pct:9.4],Blood_Vessel=[count:7=pct:1.9],Skin=[count:6=pct:1.9],Nerve=[count:5=pct:2.9],Testis=[count:3=pct:2.9],Lung=[count:3=pct:1.8],Stomach=[count:2=pct:2.2],Colon=[count:2=pct:1.0],Heart=[count:2=pct:0.8],Small_Intestine=[count:1=pct:1.8],Liver=[count:1=pct:0.8],Bladder=[count:1=pct:11.1],Spleen=[count:1=pct:0.9],Vagina=[count:1=pct:1.8],Adipose_Tissue=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6],Ovary=[count:1=pct:1.9]
MIR143HG--C9orf3	Esophagus=[count:1=pct:0.2],Colon=[count:1=pct:0.5]
MIR205HG--C9orf3	Esophagus=[count:44=pct:10.9],Skin=[count:41=pct:13.0],Vagina=[count:10=pct:18.2],Breast=[count:8=pct:7.2],Prostate=[count:3=pct:4.9],Salivary_Gland=[count:3=pct:7.7],Adipose_Tissue=[count:2=pct:0.7],Cervix_Uteri=[count:1=pct:12.5]
MIR210HG--MYH6	Heart=[count:8=pct:3.2],Blood_Vessel=[count:1=pct:0.3]
MKRN1--NDUFB2	Muscle=[count:1=pct:0.4],Esophagus=[count:1=pct:0.2]
MMP17--NOC4L	Brain=[count:15=pct:2.3]
MORC3--CRYZL1	Cervix_Uteri=[count:1=pct:12.5],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Lung=[count:1=pct:0.6]
MOSPD2--REPS2	Whole_Blood=[count:4=pct:3.0],Blood=[count:2=pct:1.1]
MPHOSPH8--SUGT1P3	Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3]
MRPL24--PRSS3	Thyroid=[count:2=pct:1.1],Stomach=[count:1=pct:1.1],Heart=[count:1=pct:0.4]
MTATP6P1--MTND1P23	Brain=[count:2=pct:0.3],Heart=[count:2=pct:0.8]
MTATP6P1--MTND2P28	Heart=[count:13=pct:5.2],Brain=[count:12=pct:1.8],Liver=[count:2=pct:1.7],Muscle=[count:2=pct:0.9],Salivary_Gland=[count:1=pct:2.6],Adrenal_Gland=[count:1=pct:1.2],Breast=[count:1=pct:0.9]
MTATP6P1--hsa-mir-6723	Heart=[count:2=pct:0.8],Colon=[count:1=pct:0.5]
MTATP8P1--RP5-857K21.7	Muscle=[count:1=pct:0.4],Esophagus=[count:1=pct:0.2]
MTERF--RP11-142A5.1	Brain=[count:33=pct:5.0],Nerve=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
MTHFS--ST20	Whole_Blood=[count:2=pct:1.5]
MTND1P15--MTATP6P1	Brain=[count:2=pct:0.3]
MTND2P28--MTND1P23	Brain=[count:1=pct:0.2],Heart=[count:1=pct:0.4]
MTND4P12--MTATP6P1	Heart=[count:14=pct:5.6],Brain=[count:8=pct:1.2],Muscle=[count:3=pct:1.3],Colon=[count:2=pct:1.0],Esophagus=[count:1=pct:0.2],Kidney=[count:1=pct:7.1],Small_Intestine=[count:1=pct:1.8]
MUC5AC--PGA4	Stomach=[count:4=pct:4.5]
MUC5B--ZG16B	Salivary_Gland=[count:3=pct:7.7]
MUC7--IGH@	Salivary_Gland=[count:11=pct:28.2]
MUC7--MUC5B	Salivary_Gland=[count:2=pct:5.1]
MUC7--SMR3B	Salivary_Gland=[count:2=pct:5.1]
MYBPC1--ACTG1	Muscle=[count:7=pct:3.0]
MYBPC1--MB	Muscle=[count:2=pct:0.9]
MYBPC1--NEB	Muscle=[count:2=pct:0.9]
MYBPC2--RYR1	Muscle=[count:2=pct:0.9]
MYH11--COL6A2	Blood_Vessel=[count:1=pct:0.3],Vagina=[count:1=pct:1.8]
MYH11--DES	Colon=[count:4=pct:2.1],Esophagus=[count:1=pct:0.2]
MYH11--FLNA	Esophagus=[count:2=pct:0.5],Colon=[count:1=pct:0.5]
MYH11--MYL9	Esophagus=[count:1=pct:0.2],Colon=[count:1=pct:0.5]
MYH11--NOL12	Esophagus=[count:2=pct:0.5]
MYH11--TAGLN	Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
MYH11--TPM2	Esophagus=[count:4=pct:1.0],Blood_Vessel=[count:1=pct:0.3]
MYH14--ACTG1	Muscle=[count:2=pct:0.9]
MYH2--YBX3	Muscle=[count:2=pct:0.9]
MYH6--C9orf3	Heart=[count:11=pct:4.4]
MYH6--DES	Heart=[count:2=pct:0.8]
MYH6--TNNT2	Heart=[count:13=pct:5.2]
MYH7--C9orf3	Heart=[count:3=pct:1.2],Muscle=[count:1=pct:0.4]
MYH7--MYBPC1	Muscle=[count:4=pct:1.7]
MYH7--MYBPC3	Heart=[count:2=pct:0.8]
MYH7--NEB	Muscle=[count:3=pct:1.3]
MYH7--TNNT1	Muscle=[count:7=pct:3.0]
MYH7--TNNT2	Heart=[count:3=pct:1.2]
MYH7--TPM2	Heart=[count:18=pct:7.2],Muscle=[count:2=pct:0.9]
MYH7B--C9orf3	Heart=[count:2=pct:0.8]
MYL12B--HBB	Whole_Blood=[count:3=pct:2.3]
MYL2--CKM	Muscle=[count:2=pct:0.9]
