id	geneID	symbol	geneName	otherID	species	humanOrtho	authority	version_date
17656	10801	SEPT9	septin 9	Sept9	human	10801	cis	20110725
17657	10955	SERINC3	serine incorporator 3	Serinc3	human	10955	cis	20110725
17658	6418	SET	SET nuclear oncogene	Set	human	6418	cis	20110725
17659	57580	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	Setd6 	human	57580	cis	20110725
17660	57713	SFMBT2	Scm-like with four mbt domains 2	Sfmbt2 	human	57713	cis	20110725
17661	6688	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	Sfpi1	human	6688	cis	20110725
17662	6428	SRSF3	serine/arginine-rich splicing factor 3	Sfrs3	human	6428	cis	20110725
17663	10603	SH2B2	SH2B adaptor protein 2	Sh2b2 	human	10603	cis	20110725
17664	83699	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	Sh3bgrl2	human	83699	cis	20110725
17665	6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	Shc1	human	6464	cis	20110725
17666	114836	SLAMF6	SLAM family member 6	Slamf6	human	114836	cis	20110725
17667	9123	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	Slc16a3	human	9123	cis	20110725
17668	6573	SLC19A1	solute carrier family 19 (folate transporter), member 1	Slc19a1	human	6573	cis	20110725
17669	284129	SLC26A11	solute carrier family 26, member 11	Slc26a11	human	284129	cis	20110725
17670	376497	SLC27A1	solute carrier family 27 (fatty acid transporter), member 1	Slc27a1	human	376497	cis	20110725
17671	64924	SLC30A5	solute carrier family 30 (zinc transporter), member 5	Slc30a5	human	64924	cis	20110725
17672	81539	SLC38A1	solute carrier family 38, member 1	Slc38a1	human	81539	cis	20110725
17673	54407	SLC38A2	solute carrier family 38, member 2	Slc38a2	human	54407	cis	20110725
17674	8501	SLC43A1	solute carrier family 43, member 1	Slc43a1	human	8501	cis	20110725
17675	285195	SLC9A9	solute carrier family 9 (sodium/hydrogen exchanger), member 9	Slc9a9	human	285195	cis	20110725
17676	4088	SMAD3	SMAD family member 3	Smad3	human	4088	cis	20110725
17677	23293	SMG6	smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	Smg6	human	23293	cis	20110725
17678	64754	SMYD3	SET and MYND domain containing 3	Smyd3	human	64754	cis	20110725
17679	6615	SNAI1	snail homolog 1 (Drosophila)	Snai1	human	6615	cis	20110725
17680	6619	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	Snapc3	human	6619	cis	20110725
17681	27131	SNX5	sorting nexin 5	Snx5	human	27131	cis	20110725
17682	6663	SOX10	SRY (sex determining region Y)-box 10	Sox10	human	6663	cis	20110725
17683	6658	SOX3	SRY (sex determining region Y)-box 3	Sox3	human	6658	cis	20110725
17684	6659	SOX4	SRY (sex determining region Y)-box 4	Sox4	human	6659	cis	20110725
17685	6660	SOX5	SRY (sex determining region Y)-box 5	Sox5	human	6660	cis	20110725
17686	30812	SOX8	SRY (sex determining region Y)-box 8	Sox8	human	30812	cis	20110725
17687	121665	SPPL3	signal peptide peptidase 3	Sppl3	human	121665	cis	20110725
17688	6733	SRPK2	SRSF protein kinase 2	Srpk2	human	6733	cis	20110725
17689	23648	SSBP3	single stranded DNA binding protein 3	Ssbp3 	human	23648	cis	20110725
17690	170463	SSBP4	single stranded DNA binding protein 4	Ssbp4	human	170463	cis	20110725
17691	6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	St13	human	6767	cis	20110725
17692	6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	St6gal1	human	6480	cis	20110725
17693	10274	STAG1	stromal antigen 1	Stag1	human	10274	cis	20110725
17694	6776	STAT5A	signal transducer and activator of transcription 5A	Stat5a	human	6776	cis	20110725
17695	6777	STAT5B	signal transducer and activator of transcription 5B	Stat5b	human	6777	cis	20110725
17696	23012	STK38L	serine/threonine kinase 38 like	Stk38l	human	23012	cis	20110725
17697	6810	STX4	syntaxin 4	Stx4a	human	6810	cis	20110725
17698	55959	SULF2	sulfatase 2	Sulf2	human	55959	cis	20110725
17699	203328	SUSD3	sushi domain containing 3	Susd3	human	203328	cis	20110725
17700	23075	SWAP70	SWAP switching B-cell complex 70kDa subunit	Swap70	human	23075	cis	20110725
17701	85360	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	Syde1	human	85360	cis	20110725
17702	6891	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Tap2	human	6891	cis	20110725
17703	30009	TBX21	T-box 21	Tbx21	human	30009	cis	20110725
17704	6938	TCF12	transcription factor 12	Tcf12	human	6938	cis	20110725
17705	7023	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	Tcfap4	human	7023	cis	20110725
17706	6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	Tcfe2a	human	6929	cis	20110725
17707	7942	TFEB	transcription factor EB	Tcfeb	human	7942	cis	20110725
17708	10312	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	Tcirg1	human	10312	cis	20110725
17709	51497	TH1L	TH1-like (Drosophila)	Th1l	human	51497	cis	20110725
17710	63892	THADA	thyroid adenoma associated	Thada	human	63892	cis	20110725
17711	7074	TIAM1	T-cell lymphoma invasion and metastasis 1	Tiam1	human	7074	cis	20110725
17712	54868	TMEM104	transmembrane protein 104	Tmem104	human	54868	cis	20110725
17713	64788	LMF1	lipase maturation factor 1	Tmem112 	human	64788	cis	20110725
17714	80228	ORAI2	ORAI calcium release-activated calcium modulator 2	Tmem142b 	human	80228	cis	20110725
17715	259230	SGMS1	sphingomyelin synthase 1	Tmem23	human	259230	cis	20110725
17716	157753	TMEM74	transmembrane protein 74	Tmem74	human	157753	cis	20110725
17717	144110	TMEM86A	transmembrane protein 86A	Tmem86a	human	144110	cis	20110725
17718	56937	PMEPA1	prostate transmembrane protein, androgen induced 1	Tmepai	human	56937	cis	20110725
17719	8792	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	Tnfrsf11a	human	8792	cis	20110725
17720	23495	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	Tnfrsf13b	human	23495	cis	20110725
17721	8764	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	Tnfrsf14	human	8764	cis	20110725
17722	7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	Tnfrsf1a	human	7132	cis	20110725
17723	943	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	Tnfrsf8	human	943	cis	20110725
17724	10673	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	Tnfsf13b 	human	10673	cis	20110725
17725	63923	TNN	tenascin N	Tnn	human	63923	cis	20110725
17726	7143	TNR	tenascin R (restrictin, janusin)	Tnr	human	7143	cis	20110725
17727	10766	TOB2	transducer of ERBB2, 2	Tob2	human	10766	cis	20110725
17728	27010	TPK1	thiamin pyrophosphokinase 1	Tpk1	human	27010	cis	20110725
17729	7184	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	Tra1	human	7184	cis	20110725
17730	7185	TRAF1	TNF receptor-associated factor 1	Traf1	human	7185	cis	20110725
17731	7201	TRHR	thyrotropin-releasing hormone receptor	Trhr	human	7201	cis	20110725
17732	55223	TRIM62	tripartite motif containing 62	Trim62	human	55223	cis	20110725
17733	7157	TP53	tumor protein p53	Trp53	human	7157	cis	20110725
17734	112858	TP53RK	TP53 regulating kinase	Trp53rk	human	112858	cis	20110725
17735	89765	RSPH1	radial spoke head 1 homolog (Chlamydomonas)	Tsga2	human	89765	cis	20110725
17736	7322	UBE2D2	ubiquitin-conjugating enzyme E2D 2	Ube2d2	human	7322	cis	20110725
17737	5412	UBL3	ubiquitin-like 3	Ubl3	human	5412	cis	20110725
17738	84993	UBL7	ubiquitin-like 7 (bone marrow stromal cell-derived)	Ubl7	human	84993	cis	20110725
17739	51377	UCHL5	ubiquitin carboxyl-terminal hydrolase L5	Uchl5	human	51377	cis	20110725
17740	23358	USP24	ubiquitin specific peptidase 24	Usp24	human	23358	cis	20110725
17741	9960	USP3	ubiquitin specific peptidase 3	Usp3	human	9960	cis	20110725
17742	84669	USP32	ubiquitin specific peptidase 32	Usp32 	human	84669	cis	20110725
17743	84640	USP38	ubiquitin specific peptidase 38	Usp38	human	84640	cis	20110725
17744	10713	USP39	ubiquitin specific peptidase 39	Usp39	human	10713	cis	20110725
17745	55697	VAC14	Vac14 homolog (S. cerevisiae)	Vac14	human	55697	cis	20110725
17746	8673	VAMP8	vesicle-associated membrane protein 8 (endobrevin)	Vamp8	human	8673	cis	20110725
17747	10163	WASF2	WAS protein family, member 2	Wasf2 	human	10163	cis	20110725
17748	80335	WDR82	WD repeat domain 82	Wdr82	human	80335	cis	20110725
17749	7471	WNT1	wingless-type MMTV integration site family, member 1	Wnt1 	human	7471	cis	20110725
17750	7473	WNT3	wingless-type MMTV integration site family, member 3	Wnt3 	human	7473	cis	20110725
17751	89780	WNT3A	wingless-type MMTV integration site family, member 3A	Wnt3a 	human	89780	cis	20110725
17752	7475	WNT6	wingless-type MMTV integration site family, member 6	Wnt6	human	7475	cis	20110725
17753	145482	PTGR2	prostaglandin reductase 2	Zadh1	human	145482	cis	20110725
17754	84524	ZC3H8	zinc finger CCCH-type containing 8	Zc3h8	human	84524	cis	20110725
17755	79683	ZDHHC14	zinc finger, DHHC-type containing 14	Zdhhc14	human	79683	cis	20110725
17756	84243	ZDHHC18	zinc finger, DHHC-type containing 18	Zdhhc18	human	84243	cis	20110725
17757	51304	ZDHHC3	zinc finger, DHHC-type containing 3	Zdhhc3	human	51304	cis	20110725
17758	55625	ZDHHC7	zinc finger, DHHC-type containing 7	Zdhhc7	human	55625	cis	20110725
17759	9839	ZEB2	zinc finger E-box binding homeobox 2	Zfhx1b	human	9839	cis	20110725
17760	7764	ZNF217	zinc finger protein 217	Zfp217	human	7764	cis	20110725
17761	8187	ZNF239	zinc finger protein 239	Zfp239	human	8187	cis	20110725
17762	23528	ZNF281	zinc finger protein 281	Zfp281	human	23528	cis	20110725
17763	7538	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	Zfp36	human	7538	cis	20110725
17764	678	ZFP36L2	zinc finger protein 36, C3H type-like 2	Zfp36l2	human	678	cis	20110725
17765	23090	ZNF423	zinc finger protein 423	Zfp423	human	23090	cis	20110725
17766	25925	ZNF521	zinc finger protein 521	Zfp521	human	25925	cis	20110725
17767	57507	ZNF608	zinc finger protein 608	Zfp608	human	57507	cis	20110725
17768	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	Zfpn1a1	human	10320	cis	20110725
17769	22806	IKZF3	IKAROS family zinc finger 3 (Aiolos)	Zfpn1a3	human	22806	cis	20110725
17770	57178	ZMIZ1	zinc finger, MIZ-type containing 1	Zmiz1 	human	57178	cis	20110725
17771	210463	BC026439	cDNA sequence BC026439 	BC026439 	mouse	0	cis	20110725
17772	232408	Klrb1f	killer cell lectin-like receptor subfamily B member 1F 	Klrb1f 	mouse	0	cis	20110725
17773	232685	AB041803	cDNA sequence AB041803 	AB041803 	mouse	0	cis	20110725
17774	15953	Ifi47	interferon gamma inducible protein 47 	Ifi47 	mouse	0	cis	20110725
17775	15042	H2-T24	histocompatibility 2, T region locus 24 	H2-T24 	mouse	0	cis	20110725
17776	665306	3930402G23Rik	RIKEN cDNA 3930402G23 gene 	3930402G23Rik 	mouse	0	cis	20110725
17777	218921	4930474N05Rik	RIKEN cDNA 4930474N05 gene 	4930474N05Rik 	mouse	0	cis	20110725
17778	320148	B430306N03Rik	RIKEN cDNA B430306N03 gene 	B430306N03Rik 	mouse	0	cis	20110725
17779	78617	Cstad	CSA-conditional, T cell activation-dependent protein 	Cstad 	mouse	0	cis	20110725
17780	403201	5330416C01Rik	RIKEN cDNA 5330416C01 gene 	5330416C01Rik 	mouse	0	cis	20110725
17781	239410	A930017M01Rik	RIKEN cDNA A930017M01 gene	A930017M01Rik	mouse	0	cis	20110725
17782	387249	Mirlet7g	microRNA let7g	Mirnlet7g	mouse	0	cis	20110725
17783	56552	Vmn2r26	vomeronasal 2, receptor 26	V2r1b	mouse	0	cis	20110725
17784	387222	Mir29a	microRNA 29a	Mirn29a	mouse	0	cis	20110725
17785	723905	Mir17	microRNA 17	Mirn17	mouse	0	cis	20110725
17786	387160	Mir142	microRNA 142	Mirn142	mouse	0	cis	20110725
17787	723829	Mir106a	microRNA 106a	Mirn106a	mouse	406899	cis	20110725
17788	408062	Zfp873	zinc finger protein 873	BC062115	mouse	0	cis	20110725
17789	209380	Gm4759	predicted gene 4759	EG209380	mouse	0	cis	20110725
17790	791390	Gm16498	predicted gene 16498	ENSMUSG00000068293	mouse	0	cis	20110725
17791	67307	Pbld2	phenazine biosynthesis-like protein domain containing 2	3110049J23Rik	mouse	0	cis	20110725
17792	100041294	Gm3258	predicted gene 3258	Supt4h2	mouse	0	cis	20110725
17793	67161	Sclt1	sodium channel and clathrin linker 1	2610207F23Rik	mouse	0	cis	20110725
17794	100038700	Gm14488	predicted gene 14488	AK040965	mouse	0	cis	20110725
17795	100038603	Gm10414	predicted gene 10414	AK136714	mouse	0	cis	20110725
17796	380794	Ighg	Immunoglobulin heavy chain (gamma polypeptide)	Ighg	mouse	0	cis	20110725
17797	209380	Gm4759	predicted gene 4759	LOC209380	mouse	0	cis	20110725
17798	216445	Arhgap9	Arhgap9 Rho GTPase activating protein 9	NM_146011	mouse	0	cis	20110725
17799	598	BCL2L1	BCL2-like 1	BCLX	human	598	waldman	20110725
17800	8021	NUP214	nucleoporin 214kDa	CAN	human	8021	waldman	20110725
17801	613	BCR	breakpoint cluster region	CML	human	613	waldman	20110725
17802	8099	CDK2AP1	cyclin-dependent kinase 2 associated protein 1	DOC1	human	8099	waldman	20110725
17803	7067	THRA	thyroid hormone receptor, alpha	ERBA	human	7067	waldman	20110725
17804	4292	MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	FCC2	human	4292	waldman	20110725
17805	4681	NBL1	neuroblastoma, suppression of tumorigenicity 1	NB	human	4681	waldman	20110725
17806	1316	KLF6	Kruppel-like factor 6	PAC1	human	1316	waldman	20110725
17807	6998	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3	TDGF2	human	6998	waldman	20110725
17808	4914	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	TRK	human	4914	waldman	20110725
17809	7507	XPA	xeroderma pigmentosum, complementation group A	XP1	human	7507	waldman	20110725
17845	9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	AAC1	human	9	waldman	20110725
17846	369	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	ARAF1	human	369	waldman	20110725
17847	595	CCND1	cyclin D1	BCL1	human	595	waldman	20110725
17848	400892	BCRP2	breakpoint cluster region pseudogene 2	BCRL2	human	400892	waldman	20110725
17849	644165	BCRP3	breakpoint cluster region pseudogene 3	BCRL3	human	644165	waldman	20110725
17850	616	BCRP4	breakpoint cluster region pseudogene 4	BCRL4	human	616	waldman	20110725
17851	890	CCNA2	cyclin A2	CCNA	human	890	waldman	20110725
17852	898	CCNE1	cyclin E1	CCNE	human	898	waldman	20110725
17853	983	CDK1	cyclin-dependent kinase 1	CDC2	human	983	waldman	20110725
17854	995	CDC25C	cell division cycle 25 homolog C (S. pombe)	CDC25	human	995	waldman	20110725
17855	984	CDK11B	cyclin-dependent kinase 11B	CDC2L1	human	984	waldman	20110725
17856	137529	CKS1BP7	CDC28 protein kinase regulatory subunit 1B pseudogene 7	CKS1	human	137529	waldman	20110725
17857	1647	GADD45A	growth arrest and DNA-damage-inducible, alpha	DDIT1	human	1647	waldman	20110725
17858	1981	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	EIF4G	human	1981	waldman	20110725
17859	2003	ELK2AP	ELK2A, member of ETS oncogene family, pseudogene	ELK2	human	2003	waldman	20110725
17860	7067	THRA	thyroid hormone receptor, alpha	ERBA1	human	7067	waldman	20110725
17861	2531	KDSR	3-ketodihydrosphingosine reductase	FVT1	human	2531	waldman	20110725
17862	2919	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	GRO1	human	2919	waldman	20110725
17863	2920	CXCL2	chemokine (C-X-C motif) ligand 2	GRO2	human	2920	waldman	20110725
17864	3195	TLX1	T-cell leukemia homeobox 1	HOX11	human	3195	waldman	20110725
17865	7471	WNT1	wingless-type MMTV integration site family, member 1	INT1	human	7471	waldman	20110725
17866	7473	WNT3	wingless-type MMTV integration site family, member 3	INT4	human	7473	waldman	20110725
17867	4077	NBR1	neighbor of BRCA1 gene 1	M17S2	human	4077	waldman	20110725
17868	4070	TACSTD2	tumor-associated calcium signal transducer 2	M1S1	human	4070	waldman	20110725
17869	4084	MXD1	MAX dimerization protein 1	MAD	human	4084	waldman	20110725
17870	4218	RAB8A	RAB8A, member RAS oncogene family	MEL	human	4218	waldman	20110725
17871	780	DDR1	discoidin domain receptor tyrosine kinase 1	NEP	human	780	waldman	20110725
17872	4824	NKX3-1	NK3 homeobox 1	NKX3A	human	4824	waldman	20110725
17873	5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	PGY1	human	5243	waldman	20110725
17874	5244	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	PGY3	human	5244	waldman	20110725
17875	5292	PIM1	pim-1 oncogene	PIM	human	5292	waldman	20110725
17876	5655	KLK10	kallikrein-related peptidase 10	PRSSL1	human	5655	waldman	20110725
17877	5861	RAB1A	RAB1A, member RAS oncogene family	RAB1	human	5861	waldman	20110725
17878	6501	SKP1P2	S-phase kinase-associated protein 1 pseudogene 2	SKP1B	human	6501	waldman	20110725
17879	7133	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	TNFR2	human	7133	waldman	20110725
17880	472	ATM	ataxia telangiectasia mutated	AT	human	472	waldman	20110725
17881	1316	KLF6	Kruppel-like factor 6	COEPB	human	1316	waldman	20110725
17882	5728	PTEN	phosphatase and tensin homolog	DEC	human	5728	waldman	20110725
17883	1601	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	DOC2	human	1601	waldman	20110725
17884	4436	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	FCC1	human	4436	waldman	20110725
17885	239	ALOX12	arachidonate 12-lipoxygenase	LOG12	human	239	waldman	20110725
17886	5979	RET	ret proto-oncogene	MEN2	human	5979	waldman	20110725
17887	2117	ETV3	ets variant 3	PE1	human	2117	waldman	20110725
17888	8125	ANP32A	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	PHAP1	human	8125	waldman	20110725
17889	657	BMPR1A	bone morphogenetic protein receptor, type IA	PJI	human	657	waldman	20110725
17890	8030	CCDC6	coiled-coil domain containing 6	PTC1	human	8030	waldman	20110725
17891	55885	LMO3	LIM domain only 3 (rhombotin-like 2)	RBTN3	human	55885	waldman	20110725
17892	7030	TFE3	transcription factor binding to IGHM enhancer 3	RCCPX	human	7030	waldman	20110725
17893	388	RHOB	ras homolog gene family, member B	ARH6	human	388	waldman	20110725
17894	389	RHOC	ras homolog gene family, member C	ARH9	human	389	waldman	20110725
17895	2921	CXCL3	chemokine (C-X-C motif) ligand 3	GRO3	human	2921	waldman	20110725
17896	342945	ZSCAN22	zinc finger and SCAN domain containing 22	HKR2	human	342945	waldman	20110725
17897	3491	CYR61	cysteine-rich, angiogenic inducer, 61	IGFBP10	human	3491	waldman	20110725
17898	644000	ARAF2P	v-raf murine sarcoma 3611 viral oncogene homolog 2, pseudogene	ARAF2	human	644000	waldman	20110725
17899	728642	CDK11A	cyclin-dependent kinase 11A	CDC2L2	human	728642	waldman	20110725
17900	7157	TP53	tumor protein p53	CRC	human	7157	waldman	20110725
17901	8093	MGCT	male germ cell tumor	GCT	human	8093	waldman	20110725
17902	3366	HVBS1	hepatitis B virus integration site 1	HCC	human	3366	waldman	20110725
17903	338377	CRAC1	colorectal adenoma and carcinoma 1	HMPS	human	338377	waldman	20110725
17904	7435	VIS1	viral integration site 1	HS1	human	7435	waldman	20110725
17905	1243	CMM	cutaneous malignant melanoma/dysplastic nevus	MLM	human	1243	waldman	20110725
17906	6298	SAI1	suppression of anchorage independence 1	MTS1	human	6298	waldman	20110725
17907	6765	ST8	ST8 suppression of tumorigenicity 8 (ovarian)	OVC	human	6765	waldman	20110725
17908	8031	NCOA4	nuclear receptor coactivator 4	PACT	human	8031	waldman	20110725
17910	4601	MXI1	MXI1 MAX interactor 1	PRCA1	human	4601	waldman	20110725
17911	5926	ARID4A	AT rich interactive domain 4A (RBP1-like)	RBBP1	human	5926	waldman	20110725
17912	6500	SKP1	S-phase kinase-associated protein 1	SKP1A	human	6500	waldman	20110725
17913	7025	NR2F1	nuclear receptor subfamily 2, group F, member 1	TFCOUP1	human	7025	waldman	20110725
17914	327	APEH	N-acylaminoacyl-peptide hydrolase	APH	human	327	waldman	20110725
17915	8142	BCPR	Breast cancer-related regulator of TP53	BCPR	human	8142	waldman	20110725
17916	8068	BRCATA	Breast cancer, 11;22 translocation associated	BRC	human	8068	waldman	20110725
17917	8105	BRCD1	BREAST CANCER, DUCTAL, 1	BRCD1	human	8105	waldman	20110725
17918	8177	LPSA	Oncogene liposarcoma (DNA segment, single copy, expressed, probes	LPSA	human	8177	waldman	20110725
17919	1890	TYMP	thymidine phosphorylase	PD-ECGF	human	1890	waldman	20110725
17920	7864	SCLC1	small cell cancer of the lung	SCCL	human	7864	waldman	20110725
17921	8136	WT3	Wilms tumor-3	WT3	human	8136	waldman	20110725
17922	152002	XXYLT1	xyloside xylosyltransferase 1	C3orf21	human	152002	miscellaneous	20120117
17923	10006	ABI1	abl-interactor 1	ABI1	human	0	Vogelstein	20120430
17924	25	ABL1	c-abl oncogene 1, non-receptor tyrosine kinase	ABL1	human	0	Vogelstein	20120430
17925	27	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2	ABL2	human	0	Vogelstein	20120430
17926	23305	ACSL6	acyl-CoA synthetase long-chain family member 6	ACSL6	human	0	Vogelstein	20120430
17927	91	ACVR1B	activin A receptor, type IB	ACVR1B	human	0	Vogelstein	20120430
17928	4299	AFF1	AF4/FMR2 family, member 1	AFF1	human	0	Vogelstein	20120430
17929	3899	AFF3	AF4/FMR2 family, member 3	AFF3	human	0	Vogelstein	20120430
17930	27125	AFF4	AF4/FMR2 family, member 4	AFF4	human	0	Vogelstein	20120430
17931	207	AKT1	v-akt murine thymoma viral oncogene homolog 1	AKT1	human	0	Vogelstein	20120430
17932	238	ALK	anaplastic lymphoma receptor tyrosine kinase	ALK	human	0	Vogelstein	20120430
17933	139285	AMER1	APC membrane recruitment protein 1	AMER1	human	0	Vogelstein	20120430
17934	324	APC	adenomatous polyposis coli	APC	human	0	Vogelstein	20120430
17935	367	AR	androgen receptor	AR	human	0	Vogelstein	20120430
17936	23092	ARHGAP26	Rho GTPase activating protein 26	ARHGAP26	human	0	Vogelstein	20120430
17937	23365	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12	human	0	Vogelstein	20120430
17938	8289	ARID1A	AT rich interactive domain 1A (SWI-like)	ARID1A	human	0	Vogelstein	20120430
17939	57492	ARID1B	AT rich interactive domain 1B (SWI1-like)	ARID1B	human	0	Vogelstein	20120430
17940	196528	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	ARID2	human	0	Vogelstein	20120430
17941	405	ARNT	aryl hydrocarbon receptor nuclear translocator	ARNT	human	0	Vogelstein	20120430
17942	79058	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	ASPSCR1	human	0	Vogelstein	20120430
17943	171023	ASXL1	additional sex combs like 1 (Drosophila)	ASXL1	human	0	Vogelstein	20120430
17944	466	ATF1	activating transcription factor 1	ATF1	human	0	Vogelstein	20120430
17945	472	ATM	ataxia telangiectasia mutated	ATM	human	0	Vogelstein	20120430
17946	546	ATRX	alpha thalassemia/mental retardation syndrome X-linked	ATRX	human	0	Vogelstein	20120430
17947	8312	AXIN1	axin 1	AXIN1	human	0	Vogelstein	20120430
17948	567	B2M	beta-2-microglobulin	B2M	human	0	Vogelstein	20120430
17949	8314	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	BAP1	human	0	Vogelstein	20120430
17950	8915	BCL10	B-cell CLL/lymphoma 10	BCL10	human	0	Vogelstein	20120430
17951	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	human	0	Vogelstein	20120430
17952	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	BCL11B	human	0	Vogelstein	20120430
17953	596	BCL2	B-cell CLL/lymphoma 2	BCL2	human	0	Vogelstein	20120430
17954	602	BCL3	B-cell CLL/lymphoma 3	BCL3	human	0	Vogelstein	20120430
17955	604	BCL6	B-cell CLL/lymphoma 6	BCL6	human	0	Vogelstein	20120430
17956	607	BCL9	B-cell CLL/lymphoma 9	BCL9	human	0	Vogelstein	20120430
17957	54880	BCOR	BCL6 corepressor	BCOR	human	0	Vogelstein	20120430
17958	613	BCR	breakpoint cluster region	BCR	human	0	Vogelstein	20120430
17959	330	BIRC3	baculoviral IAP repeat containing 3	BIRC3	human	0	Vogelstein	20120430
17960	641	BLM	Bloom syndrome, RecQ helicase-like	BLM	human	0	Vogelstein	20120430
17961	657	BMPR1A	bone morphogenetic protein receptor, type IA	BMPR1A	human	0	Vogelstein	20120430
17962	673	BRAF	v-raf murine sarcoma viral oncogene homolog B1	BRAF	human	0	Vogelstein	20120430
17963	672	BRCA1	breast cancer 1, early onset	BRCA1	human	0	Vogelstein	20120430
17964	675	BRCA2	breast cancer 2, early onset	BRCA2	human	0	Vogelstein	20120430
17965	23476	BRD4	bromodomain containing 4	BRD4	human	0	Vogelstein	20120430
17966	83990	BRIP1	BRCA1 interacting protein C-terminal helicase 1	BRIP1	human	0	Vogelstein	20120430
17967	701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	BUB1B	human	0	Vogelstein	20120430
17968	84433	CARD11	caspase recruitment domain family, member 11	CARD11	human	0	Vogelstein	20120430
17969	57082	CASC5	cancer susceptibility candidate 5	CASC5	human	0	Vogelstein	20120430
17970	841	CASP8	caspase 8, apoptosis-related cysteine peptidase	CASP8	human	0	Vogelstein	20120430
17971	865	CBFB	core-binding factor, beta subunit	CBFB	human	0	Vogelstein	20120430
17972	867	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	CBL	human	0	Vogelstein	20120430
17973	595	CCND1	cyclin D1	CCND1	human	0	Vogelstein	20120430
17974	894	CCND2	cyclin D2	CCND2	human	0	Vogelstein	20120430
17975	896	CCND3	cyclin D3	CCND3	human	0	Vogelstein	20120430
17976	29126	CD274	CD274 molecule	CD274	human	0	Vogelstein	20120430
17977	972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	CD74	human	0	Vogelstein	20120430
17978	11135	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	CDC42EP1	human	0	Vogelstein	20120430
17979	79577	CDC73	cell division cycle 73	CDC73	human	0	Vogelstein	20120430
17980	999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	CDH1	human	0	Vogelstein	20120430
17981	1019	CDK4	cyclin-dependent kinase 4	CDK4	human	0	Vogelstein	20120430
17982	1021	CDK6	cyclin-dependent kinase 6	CDK6	human	0	Vogelstein	20120430
17983	1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	CDKN2A	human	0	Vogelstein	20120430
17984	1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	CDKN2C	human	0	Vogelstein	20120430
17985	1045	CDX2	caudal type homeobox 2	CDX2	human	0	Vogelstein	20120430
