HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:49099	SQSTM1P1	sequestosome 1 pseudogene 1	Approved			13q21.31		
HGNC:11281	SRA1	steroid receptor RNA activator 1	Approved		SRA, STRAA1	5q31	AF092038	
HGNC:11282	SRBC~withdrawn	symbol withdrawn, see CD2	Symbol Withdrawn					
HGNC:25521	SRBD1	S1 RNA binding domain 1	Approved		FLJ10379	2p21	AK056536	NM_018079
HGNC:11283	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	Approved	SRC1	ASV, c-src	20q12-q13	AF077754	NM_005417
HGNC:16974	SRCAP	Snf2-related CREBBP activator protein	Approved		KIAA0309, EAF1, SWR1, DOMO1	16p11.2	AB002307	NM_006662
HGNC:29506	SRCIN1	SRC kinase signaling inhibitor 1	Approved		SNIP, p140Cap, KIAA1684	17q12		NM_025248
HGNC:11284	SRD5A1	steroid 5 alpha-reductase 1	Approved			5p15.31	M32313	NM_001047
HGNC:11286	SRD5A1P1	steroid 5 alpha-reductase 1 pseudogene 1	Approved	SRD5AP1		Xq27.1	M68887	NG_001196
HGNC:11285	SRD5A2	steroid 5 alpha-reductase 2	Approved			2p23.1	M74047	NM_000348
HGNC:25812	SRD5A3	steroid 5 alpha-reductase 3	Approved		FLJ13352, SRD5A2L, SRD5A2L1	4q12	AK023414	NM_024592
HGNC:44138	SRD5A3-AS1	SRD5A3 antisense RNA 1	Approved			4q12	BC034006	NR_037969
HGNC:49243	SRD5A3P1	steroid 5 alpha-reductase 3 pseudogene 1	Approved			11q12.1		
HGNC:11287	SRD5B1~withdrawn	symbol withdrawn, see AKR1D1	Symbol Withdrawn					
HGNC:11289	SREBF1	sterol regulatory element binding transcription factor 1	Approved		SREBP1, bHLHd1, SREBP-1c, SREBP1a	17p11.2	BC057388	NM_004176
HGNC:11290	SREBF2	sterol regulatory element binding transcription factor 2	Approved		SREBP2, bHLHd2	22q13.2	U02031	NM_004599
HGNC:17882	SREK1	splicing regulatory glutamic acid/lysine-rich protein 1	Approved	SFRS12	DKFZp564B176, SRrp86, SRrp508	5q11.2-q12.1	AF459094	NM_001077199
HGNC:26716	SREK1IP1	SREK1 interacting protein 1	Approved	SFRS12IP1	FLJ36754, P18SRP	5q12.3	AK094073	NM_173829
HGNC:11291	SRF	serum response factor	Approved		MCM1	6p21.1	J03161	NM_003131
HGNC:26333	SRFBP1	serum response factor binding protein 1	Approved		FLJ25286, p49, STRAP, BUD22, Rlb1	5q23.1	AK058015	NM_152546
HGNC:17382	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	Approved		KIAA1304, ARHGAP13	12q13.13	AB037725	
HGNC:19751	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	Approved	FNBP2	KIAA0456, ARHGAP34, SRGAP2A	1q32.1	AB007925	NM_015326
HGNC:40902	SRGAP2-AS1	SRGAP2 antisense RNA 1	Approved			1q32.1	AK127439	
HGNC:41454	SRGAP2-IT1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:35237	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	Approved	SRGAP2P2		1q21.1		NM_001271870
HGNC:30584	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	Approved	SRGAP2P1		1p11.2	BC112927	
HGNC:43932	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)	Approved			1q21.1		NR_120535
HGNC:19744	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	Approved	SRGAP2	KIAA0411, MEGAP, WRP, ARHGAP14	3p25.3	AB007871	
HGNC:40898	SRGAP3-AS1	SRGAP3 antisense RNA 1	Approved			3p25.3	AI209215, BX111651	
HGNC:40899	SRGAP3-AS2	SRGAP3 antisense RNA 2	Approved			3p25.3		
HGNC:40900	SRGAP3-AS3	SRGAP3 antisense RNA 3	Approved			3p25.3		
HGNC:42434	SRGAP3-AS4	SRGAP3 antisense RNA 4	Approved			3p25.3		
HGNC:9361	SRGN	serglycin	Approved	PRG, PRG1	PPG	10q22.1	BC015516	NM_002727
HGNC:49107	SRGNP1	serglycin pseudogene 1	Approved			13q22.3		
HGNC:11292	SRI	sorcin	Approved			7q21.1	M32886	NM_003130
HGNC:11293	SRIP1	sorcin pseudogene 1	Approved	SRIL		4q12		NG_003017
HGNC:38734	SRIP2	sorcin pseudogene 2	Approved			Xq21.31		
HGNC:38735	SRIP3	sorcin pseudogene 3	Approved			Yp11.2		
HGNC:11294	SRK~withdrawn	symbol withdrawn, see ZAP70	Symbol Withdrawn					
HGNC:11295	SRL	sarcalumenin	Approved			16p13.3	AK056588	XM_064152
HGNC:11296	SRM	spermidine synthase	Approved	SRML1	SPS1	1p36-p22	BC033106	NM_003132
HGNC:11297	SRML2~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:16552	SRMP1	spermidine synthase pseudogene 1	Approved		dJ1057D4.1	20q13.13	AL121777	
HGNC:20034	SRMP2	spermidine synthase pseudogene 2	Approved			14q23.1		
HGNC:11298	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	Approved	C20orf148	SRM, dJ697K14.1, PTK70	20q13.33		NM_080823
HGNC:11304	SRP9	signal recognition particle 9kDa	Approved			1q42.12	BC015094	NM_003133
HGNC:23402	SRP9P1	signal recognition particle 9 pseudogene 1	Approved	SRP9L1		10q23.32		NG_012272
HGNC:11299	SRP14	signal recognition particle 14kDa	Approved		ALURBP, MGC14326	15q22		NM_003134
HGNC:48619	SRP14-AS1	SRP14 antisense RNA1 (head to head)	Approved			15q15.1		
HGNC:33181	SRP14P1	signal recognition particle 14kDa (homologous Alu RNA binding protein) pseudogene 1	Approved			12p13.31		XR_016442.1
HGNC:11300	SRP19	signal recognition particle 19kDa	Approved			5q21-q22		NM_003135
HGNC:11301	SRP54	signal recognition particle 54kDa	Approved			14q13.2	X86373	NM_003136
HGNC:50643	SRP54-AS1	SRP54 antisense RNA 1 (head to head)	Approved			14q13.2		
HGNC:11302	SRP68	signal recognition particle 68	Approved			17q25.1	AF195951	NM_014230
HGNC:30427	SRP68P1	signal recognition particle 68kDa pseudogene 1	Approved	SRPSMCR		17p11.2		NG_001591
HGNC:30426	SRP68P2	signal recognition particle 68kDa pseudogene 2	Approved		SRPSMCR	17p11.2		NG_001590
HGNC:30428	SRP68P3	signal recognition particle 68kDa pseudogene 3	Approved		SRPSMCR	17p11.2		NG_002720
HGNC:11303	SRP72	signal recognition particle 72kDa	Approved			4q11	AF069765	
HGNC:31095	SRP72P1	signal recognition particle 72kDa pseudogene 1	Approved			18q21.1		
HGNC:31096	SRP72P2	signal recognition particle 72kDa pseudogene 2	Approved		dJ274L14.2	6q25.3		
HGNC:11305	SRPK1	SRSF protein kinase 1	Approved		SFRSK1	6p21.31	U09564	NM_003137
HGNC:11306	SRPK2	SRSF protein kinase 2	Approved		SFRSK2	7q22-q31.1	U88666	NM_182691
HGNC:30303	SRPK2P	SRSF protein kinase 2 pseudogene	Approved		SRPK2ps	8q12.3		NG_026032
HGNC:11402	SRPK3	SRSF protein kinase 3	Approved	STK23	MSSK1	Xq28	AF027406	NM_014370
HGNC:11307	SRPRA	SRP receptor alpha subunit	Approved	SRPR	SRP-alpha, Sralpha, SR-alpha	11q24.2	BC001162	NM_003139
HGNC:24085	SRPRB	SRP receptor beta subunit	Approved		APMCF1, SR-beta	3q22.1	AK075531	
HGNC:11308	SRPSMCR~withdrawn	symbol withdrawn, see SRP68P1	Symbol Withdrawn					
HGNC:11309	SRPX	sushi repeat containing protein, X-linked	Approved		ETX1	Xp21.1	U78093	NM_006307
HGNC:30668	SRPX2	sushi repeat containing protein, X-linked 2	Approved		SRPUL	Xq22.1	AF393649	NM_014467
HGNC:14398	SRR	serine racemase	Approved		ILV1, ISO1	17p13	AF169974	NM_021947
HGNC:33910	SRRD	SRR1 domain containing	Approved		HC/HCC, SRR1L	22q12.1	BC066962	NM_001013694
HGNC:16638	SRRM1	serine and arginine repetitive matrix 1	Approved		SRM160, POP101, MGC39488	1p36	AF048977	NM_005839
HGNC:31861	SRRM1P1	serine/arginine repetitive matrix 1 pseudogene 1	Approved	SRRM1L, SRRM1P		8q24.21		NG_011412
HGNC:38163	SRRM1P2	serine/arginine repetitive matrix 1 pseudogene 2	Approved			3p12.1		
HGNC:38164	SRRM1P3	serine/arginine repetitive matrix 1 pseudogene 3	Approved			Xq26.3		
HGNC:16639	SRRM2	serine/arginine repetitive matrix 2	Approved		SRm300, SRL300, KIAA0324, Cwc21	16p13.3	AF201422	
HGNC:44162	SRRM2-AS1	SRRM2 antisense RNA 1	Approved			16p13.3	AK056063	NR_027274
HGNC:26729	SRRM3	serine/arginine repetitive matrix 3	Approved		FLJ37078	7q11.23	AK092590	NM_001110199
HGNC:29389	SRRM4	serine/arginine repetitive matrix 4	Approved	KIAA1853	nSR100	12q24.23	AB058756	NM_194286
HGNC:37248	SRRM5	serine/arginine repetitive matrix 5	Approved			19q13.31	AK297891	NM_001145641
HGNC:24101	SRRT	serrate, RNA effector molecule	Approved		Asr2, serrate, ARS2	7q21		NM_015908
HGNC:10780	SRSF1	serine/arginine-rich splicing factor 1	Approved	SFRS1	ASF, SF2, SRp30a, SF2p33, MGC5228	17q22		NM_006924
HGNC:39417	SRSF1P1	serine/arginine-rich splicing factor 1 pseudogene 1	Approved			13q21.33		NG_011455
HGNC:10783	SRSF2	serine/arginine-rich splicing factor 2	Approved	SFRS2	SC-35, SC35, PR264, SFRS2A	17q25.2	M90104	NM_003016
HGNC:10785	SRSF3	serine/arginine-rich splicing factor 3	Approved	SFRS3	SRp20	6p21	L10838	NM_003017
HGNC:10786	SRSF4	serine/arginine-rich splicing factor 4	Approved	SFRS4	SRP75	1p35.3	BC002781	NM_005626
HGNC:10787	SRSF5	serine/arginine-rich splicing factor 5	Approved	SFRS5	SRP40, HRS	14q24	AF020307	NM_001039465
HGNC:10788	SRSF6	serine/arginine-rich splicing factor 6	Approved	SFRS6	SRP55, B52	20q12-q13.1	U30883	NM_006275
HGNC:10789	SRSF7	serine/arginine-rich splicing factor 7	Approved	SFRS7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20	2p22.1	L41887	NM_001031684
HGNC:16988	SRSF8	serine/arginine-rich splicing factor 8	Approved	SFRS2B	SRP46	11q21	AF031166	NM_032102
HGNC:10791	SRSF9	serine/arginine-rich splicing factor 9	Approved	SFRS9	SRp30c	12q24.31	U30825	NM_003769
HGNC:10792	SRSF9P1	serine/arginine-rich splicing factor 9 pseudogene 1	Approved	SFRS9P1		21q22.12		NG_000902
HGNC:16713	SRSF10	serine/arginine-rich splicing factor 10	Approved	FUSIP2, FUSIP1, SFRS13A	TASR1, TASR2, SRp38, SRrp40, SFRS13, PPP1R149	1p36.11	AF047448	NM_006625
HGNC:31002	SRSF10P1	serine/arginine-rich splicing factor 10 pseudogene 1	Approved	FUSIP1P, SFRS13AP1	HsT2687	18q21.1		NG_030046
HGNC:24823	SRSF10P2	serine/arginine-rich splicing factor 10 pseudogene 2	Approved	FUSIP1P2, SFRS13AP2		20p12.3		NG_001017
HGNC:10782	SRSF11	serine/arginine-rich splicing factor 11	Approved	SFRS11	p54, NET2	1p31.1	M74002	NM_004768
HGNC:49884	SRSF11P1	serine/arginine-rich splicing factor 11 pseudogene 1	Approved			12p12.3		
HGNC:21220	SRSF12	serine/arginine-rich splicing factor 12	Approved	SFRS13B	SRrp35, SFRS19	6q16.1	AF449428	NM_080743
HGNC:11310	SRS~withdrawn	symbol withdrawn, see SMS	Symbol Withdrawn					
HGNC:16132	SRXN1	sulfiredoxin 1	Approved	C20orf139	Npn3, SRX1, YKL086W, dJ850E9.2	20p13	AF075053	NM_080725
HGNC:11311	SRY	sex determining region Y	Approved		TDF	Yp11.3		
HGNC:11340	SS18	SS18, nBAF chromatin remodeling complex subunit	Approved	SSXT	SYT	18q11.2	X79201	
HGNC:15592	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	Approved		KIAA0693, CREST	20q13.3	AB014593	
HGNC:15593	SS18L2	SS18 like 2	Approved		KIAA-iso	3p21	AF201950	NM_016305
HGNC:44965	SS18L2P1	SS18 like 2 pseudogene 1	Approved			10p11.21		NG_005608
HGNC:44966	SS18L2P2	SS18 like 2 pseudogene 2	Approved			18q21.2		NG_005609
HGNC:11315	SSAV1L~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:11314	SSAV1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:11316	SSB	Sjogren syndrome antigen B	Approved		LARP3, La, La/SSB	2q31.1		NM_003142
HGNC:11317	SSBP1	single stranded DNA binding protein 1	Approved		SSBP, mtSSB	7q34	M94556	NM_003143
HGNC:15831	SSBP2	single stranded DNA binding protein 2	Approved		HSPC116	5q14.1	AF077048	NM_012446
HGNC:15674	SSBP3	single stranded DNA binding protein 3	Approved		CSDP, SSDP, FLJ10355, SSDP1	1p32.3		NM_018070
HGNC:32328	SSBP3-AS1	SSBP3 antisense RNA 1	Approved	C1orf191	MSTP128	1p32.3	AF176918	
HGNC:15676	SSBP4	single stranded DNA binding protein 4	Approved			19p13.1		NM_032627
HGNC:14461	SSC4D	scavenger receptor cysteine rich family member with 4 domains	Approved	SRCRB4D	SRCRB-S4D, S4D-SRCRB	7q11.23		NM_080744
HGNC:26641	SSC5D	scavenger receptor cysteine rich family member with 5 domains	Approved		FLJ35258, S5D-SRCRB	19q13.42		XM_001718392
HGNC:11318	SSFA1~withdrawn	symbol withdrawn, see NHP2L1	Symbol Withdrawn					
HGNC:11319	SSFA2	sperm specific antigen 2	Approved		CS-1, SPAG13, KRAP, KIAA1927	2q32.1	M61199	NM_006751
HGNC:30579	SSH1	slingshot protein phosphatase 1	Approved		KIAA1298	12q24.12	BC062341	NM_018984
HGNC:30580	SSH2	slingshot protein phosphatase 2	Approved		KIAA1725	17q11.2	AB072359	NM_033389
HGNC:30581	SSH3	slingshot protein phosphatase 3	Approved		FLJ20515, FLJ10928	11q13	AF085851	NM_018276
HGNC:29580	SSMEM1	serine-rich single-pass membrane protein 1	Approved	C7orf45	FLJ40316	7q32.2	AK097635	NM_145268
HGNC:11321	SSNA1	Sjogren syndrome nuclear autoantigen 1	Approved		NA14, N14	9q34.3	Z96932	NM_003731
HGNC:11322	SSPN	sarcospan	Approved	KRAG	SPN1, SPN2	12p11.2	AF016028	NM_005086
HGNC:21998	SSPO	SCO-spondin	Approved		SCO-spondin, KIAA0543, FLJ36112	7q36.1	AK093431	
HGNC:11323	SSR1	signal sequence receptor, alpha	Approved		TRAPA	6p24.3		
HGNC:39273	SSR1P1	signal sequence receptor, alpha pseudogene 1	Approved			6q25.1		
HGNC:39274	SSR1P2	signal sequence receptor, alpha pseudogene 2	Approved			13q22.2		
HGNC:11324	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	Approved		TLAP, TRAPB	1q21-q23	BC000341	NM_003145
HGNC:11325	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)	Approved		TRAPG	3q25.31	BC017203	NM_007107
HGNC:11326	SSR4	signal sequence receptor, delta	Approved		TRAPD	Xq28	BC032351	NM_006280
HGNC:23131	SSR4P1	signal sequence receptor, delta pseudogene 1	Approved	C21orf122	PRED90, MGC10960, PRED57	21q22.3	BC004343	
HGNC:11327	SSRP1	structure specific recognition protein 1	Approved		FACT80	11q12	M86737	NM_003146
HGNC:11328	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	Approved		p27	11q13.1	AB001740	NM_006396
HGNC:27384	SSSCA1-AS1	SSSCA1 antisense RNA 1 (head to head)	Approved			11q13.1		
HGNC:11329	SST	somatostatin	Approved		SMST	3q28		NM_001048
HGNC:11330	SSTR1	somatostatin receptor 1	Approved			14q13		
HGNC:11331	SSTR2	somatostatin receptor 2	Approved			17q24		
HGNC:11332	SSTR3	somatostatin receptor 3	Approved			22q13.1		
HGNC:11333	SSTR4	somatostatin receptor 4	Approved			20p11.21		
HGNC:11334	SSTR5	somatostatin receptor 5	Approved			16p13.3	D16827	
HGNC:26502	SSTR5-AS1	SSTR5 antisense RNA 1	Approved			16p13.3	AK056814	NR_02724
HGNC:25016	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	Approved		HSPC182	1p36	AJ276409	NM_014188
HGNC:43620	SSU72P1	SSU72 pseudogene 1	Approved			Xq23		
HGNC:43621	SSU72P2	SSU72 pseudogene 2	Approved			11p15.4		
HGNC:43622	SSU72P3	SSU72 pseudogene 3	Approved			11p15.4		
HGNC:43623	SSU72P4	SSU72 pseudogene 4	Approved			11p15.4		
HGNC:43624	SSU72P5	SSU72 pseudogene 5	Approved			11p15.4		
HGNC:43625	SSU72P6	SSU72 pseudogene 6	Approved			11p15.4		
HGNC:43626	SSU72P7	SSU72 pseudogene 7	Approved			11p15.4		
HGNC:43627	SSU72P8	SSU72 pseudogene 8	Approved			7q31.33		
HGNC:24809	SSUH2	ssu-2 homolog (C. elegans)	Approved	C3orf32	fls485, ssu-2	3p25.3	AB024705	NM_015931
HGNC:11335	SSX1	synovial sarcoma, X breakpoint 1	Approved		CT5.1	Xp11.23	BC001003	NM_005635
HGNC:11336	SSX2	synovial sarcoma, X breakpoint 2	Approved	SSX	HOM-MEL-40, HD21, MGC3884, MGC15364, MGC119055, CT5.2a	Xp11.22	Z49105	NM_003147
HGNC:22263	SSX2B	synovial sarcoma, X breakpoint 2B	Approved		CT5.2b	Xp11.22		
HGNC:16509	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein	Approved			1p22.3		NM_014021
HGNC:11337	SSX3	synovial sarcoma, X breakpoint 3	Approved		CT5.3	Xp11.23	U90840	NM_021014
HGNC:11338	SSX4	synovial sarcoma, X breakpoint 4	Approved		CT5.4	Xp11.23		
HGNC:16880	SSX4B	synovial sarcoma, X breakpoint 4B	Approved		OTTHUMT00000056510	Xp11.23		
HGNC:11339	SSX5	synovial sarcoma, X breakpoint 5	Approved			Xp11.23	BC016640	NM_021015
HGNC:19652	SSX6	synovial sarcoma, X breakpoint 6 (pseudogene)	Approved	SSXP2	psiSSX2	Xp11.23	BK000686	NR_028366
HGNC:19653	SSX7	synovial sarcoma, X breakpoint 7	Approved			Xp11.23	BK000687	NM_173358
HGNC:19654	SSX8	synovial sarcoma, X breakpoint 8	Approved			Xp11.22	BK000688	NM_174961
HGNC:19655	SSX9	synovial sarcoma, X breakpoint 9	Approved			Xp11.23	BK000689	NR_073393
HGNC:34047	SSX10~withdrawn	symbol withdrawn, see SSXP4	Symbol Withdrawn					
HGNC:30637	SSXP1	SSX family pseudogene 1	Approved		psiSSX1	Xp11.22		NG_033927
HGNC:30639	SSXP2~withdrawn	symbol withdrawn, see SSX6	Symbol Withdrawn					
HGNC:30640	SSXP3	SSX family pseudogene 3	Approved		psiSSX3	Xp11.23		NG_002580
HGNC:30641	SSXP4	SSX family pseudogene 4	Approved	SSX10	psiSSX4	Xp11.22		NG_002578
HGNC:30642	SSXP5	SSX family pseudogene 5	Approved		psiSSX5	Xp11.22		NG_002579
HGNC:30643	SSXP6	SSX family pseudogene 6	Approved		psiSSX6	Xp11.23		NG_002585
HGNC:30644	SSXP7	SSX family pseudogene 7	Approved		psiSSX7	Xp11.23		NG_002587
HGNC:30199	SSXP8	SSX family pseudogene 8	Approved		psiSSX8	Xp11.23		NG_002583
HGNC:30645	SSXP9	SSX family pseudogene 9	Approved		psiSSX9	Xp11.23		NG_002584
HGNC:30638	SSXP10	SSX family pseudogene 10	Approved		psiSSX10	6q22.31		NG_022942
HGNC:11347	ST2	suppression of tumorigenicity 2	Approved			11p14.3-p12		
HGNC:11348	ST3	suppression of tumorigenicity 3	Approved			11q13-q23		
HGNC:10862	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Approved	SIAT4A	ST3O, SIATFL, ST3GalA.1	8q24.22	L29555	NM_003033
HGNC:45174	ST3GAL1P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1	Approved			4q13.2		NG_025114
HGNC:10863	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Approved	SIAT4B	ST3GALII, ST3GalA.2	16q22.3	U63090	NM_006927
HGNC:10866	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Approved	SIAT6, MRT12		1p34.1	L23768	NM_174963
HGNC:10864	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Approved	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867	11q23-q24	X74570	NM_006278
HGNC:48645	ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)	Approved		DCPS-AS1, FLJ39051	11q24.2		
HGNC:10872	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Approved	SIAT9	ST3GalV, SIATGM3S	2p11.2	AB018356	NM_003896
HGNC:51129	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)	Approved			2p11.2		
HGNC:45175	ST3GAL5P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1	Approved			5p13.3		NG_024584
HGNC:18080	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	Approved	SIAT10	ST3GALVI	3q12.2	AF119391	NM_006100
HGNC:40828	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	Approved			3q12.1		
HGNC:11349	ST4~withdrawn	symbol withdrawn, see AIM1	Symbol Withdrawn					
HGNC:11350	ST5	suppression of tumorigenicity 5	Approved		HTS1, DENND2B, p126	11p15	U15131	NM_005418
HGNC:10860	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	Approved	SIAT1		3q27.3	X62822	NM_173216
HGNC:10861	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	Approved	SIAT2	KIAA1877, St6gal2, St6GalII	2q12.3	AB059555	NM_032528
HGNC:41380	ST6GAL2-IT1	ST6GAL2 intronic transcript 1	Approved			2q12.2		
HGNC:23614	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Approved	SIAT7A	ST6GalNAcI	17q25.3	Y11339	NM_018414
HGNC:10867	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Approved	SIAT7, SIAT7B, SIATL1	ST6GalNAII, STHM	17q25.1	U14550	NM_006456
HGNC:45160	ST6GALNAC2P1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1	Approved			2p11.2		NG_023578
HGNC:19343	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Approved	SIAT7C		1p31.1		NM_152996
HGNC:17846	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Approved	SIAT7D	ST6GALNACIV, SIAT3C	9q34	AB035172	NM_175040
HGNC:39660	ST6GALNAC4P1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1	Approved			13q12.11		
HGNC:19342	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Approved	SIAT7E	MGC3184, ST6GalNAcV	1p31.1		NM_030965
HGNC:23364	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Approved	SIAT7F	ST6GALNACVI	9q34.13	BC006564	NM_013443
HGNC:11351	ST7	suppression of tumorigenicity 7	Approved	FAM4A1	TSG7, SEN4, ETS7q, HELG, RAY1, FAM4A	7q31.2	AJ277291	NM_021908
HGNC:16000	ST7-AS1	ST7 antisense RNA 1	Approved	ST7OT1	ST7AS1	7q31.2	AF400039	NR_002330
HGNC:16044	ST7-AS2	ST7 antisense RNA 2	Approved	ST7OT2	ST7AS2	7q31.2	AF400043	NR_002331
HGNC:16045	ST7-OT3	ST7 overlapping transcript 3	Approved	ST7OT3	NCRNA00026	7q31.3	AF400044	NR_002332
HGNC:18835	ST7-OT4	ST7 overlapping transcript 4	Approved	ST7OT4	NCRNA00042	7q31.2	BM413623	NR_002329
HGNC:18441	ST7L	suppression of tumorigenicity 7 like	Approved		FLJ20284, STLR, ST7R, FAM4B	1p13.1	AB081317	
HGNC:11352	ST8	suppression of tumorigenicity 8 (ovarian)	Approved		OVCS	6q25-q27		
HGNC:10869	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	Approved	SIAT8, SIAT8A		12p12.1-p11.2	L32867	NM_003034
HGNC:10870	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Approved	SIAT8B	STX, ST8SIA-II, HsT19690	15q26	U33551	NM_006011
HGNC:14269	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	Approved	SIAT8C		18q21.31	AF004668	NM_015879
HGNC:10871	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Approved	SIAT8D	PST, PST1	5q21	L41680	NM_005668
HGNC:17827	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	Approved	SIAT8E		18q12.3	U91641	NM_013305
HGNC:23317	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	Approved	SIAT8F		10p13		NM_001004470
HGNC:44880	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	Approved			10p12.33		NR_034129
HGNC:11341	ST11	suppression of tumorigenicity 11 (pancreas)	Approved		PETS1	3p		
HGNC:11342	ST12~withdrawn	symbol withdrawn, see KLF6	Symbol Withdrawn					
HGNC:11343	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	Approved		SNC6, HSPABP1, HIP, P48, FAM10A1	22q13.2		NM_003932
HGNC:38715	ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1	Approved			2p25.1		XR_038318
HGNC:38716	ST13P2	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2	Approved			2q32.1		XR_017370
HGNC:18552	ST13P3	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 3	Approved	FAM10A3	FAM10A3P	12q24.11		NG_004762
HGNC:18487	ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	Approved	FAM10A4	FAM10A4P	13q14	XM_015959	NR_002183
HGNC:18556	ST13P5	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5	Approved	FAM10A5		11p15.1	XM_016195	NG_005653
HGNC:18557	ST13P6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6	Approved	FAM10A6	FAM10A6P	8q24.22		NR_002199
HGNC:18558	ST13P7	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7	Approved	FAM10A7	FAM10A7P	7q33		NR_002198
HGNC:38743	ST13P8	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 8	Approved			12q14.1		NG_021690
HGNC:38744	ST13P9	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 9	Approved			12p11.1		NG_021711
HGNC:38745	ST13P10	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 10	Approved			11q23.1		NG_021804
HGNC:38746	ST13P11	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 11	Approved			11q21		NG_021831
HGNC:38787	ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12	Approved			5q14.2		NG_021887
